Centers,Day,Gender,Age,AverageAttentiontime,Sumofattentiontime,Watchercount
Site16,Day12,Female,Senior,2.73,426701.73,156301
Site16,Day13,Male,Child,1.98,456243.48,230426
Site16,Day13,Male,Young,2.26,1761977.36,779636
Site16,Day13,Male,Adult,2.45,1142836.8,466464
Site16,Day13,Male,Senior,2.98,383296.54,128623
Site16,Day13,Female,Child,2.05,658388.25,321165
Site16,Day13,Female,Young,2.32,2234368.8,963090
Site16,Day13,Female,Adult,2.51,1112130.8,443080
Site16,Day13,Female,Senior,2.73,882079.38,323106
Site16,Day14,Male,Child,1.98,334540.8,168960
Site16,Day14,Male,Young,2.26,1726567.68,763968
Site16,Day14,Male,Adult,2.45,804163.5,328230
Site16,Day14,Male,Senior,2.98,309711.4,103930
Site16,Day14,Female,Child,2.05,502147.5,244950
Site16,Day14,Female,Young,2.32,1923103.68,828924
Site16,Day14,Female,Adult,2.51,751599.42,299442
Site16,Day14,Female,Senior,2.73,721047.6,264120
Site16,Day15,Male,Child,1.98,309889.8,156510
Site16,Day15,Male,Young,2.26,775632,343200
Site16,Day15,Male,Adult,2.45,909552.7,371246
Site16,Day15,Male,Senior,2.98,164594.34,55233
Site16,Day15,Female,Child,2.05,379213.1,184982
Site16,Day15,Female,Young,2.32,794797.2,342585
Site16,Day15,Female,Adult,2.51,458112.65,182515
Site16,Day15,Female,Senior,2.73,347051.25,127125
Site16,Day16,Male,Child,2.3364,381749.0688,163392
Site16,Day16,Male,Young,2.825,919876.5,325620
Site16,Day16,Male,Adult,2.891,1307396.93,452230
Site16,Day16,Male,Senior,3.5164,199232.1912,56658
Site16,Day16,Female,Child,2.419,539502.313,223027
Site16,Day16,Female,Young,2.9,1231693.8,424722
Site16,Day16,Female,Adult,2.9618,568532.319,191955
Site16,Day16,Female,Senior,3.2214,461865.0036,143374
Site16,Day17,Male,Child,2.3364,429187.3344,183696
Site16,Day17,Male,Young,2.825,897488.375,317695
Site16,Day17,Male,Adult,2.891,1295653.688,448168
Site16,Day17,Male,Senior,3.5164,223221.072,63480
Site16,Day17,Female,Child,2.419,581866.26,240540
Site16,Day17,Female,Young,2.9,1168908.8,403072
Site16,Day17,Female,Adult,2.9618,648918.5328,219096
Site16,Day17,Female,Senior,3.2214,552743.919,171585
Site16,Day18,Male,Child,2.3364,533470.212,228330
Site16,Day18,Male,Young,2.825,1440193.475,509803
Site16,Day18,Male,Adult,2.891,1658069.448,573528
Site16,Day18,Male,Senior,3.5164,292107.348,83070
Site16,Day18,Female,Child,2.419,791269.414,327106
Site16,Day18,Female,Young,2.9,1559910,537900
Site16,Day18,Female,Adult,2.9618,733027.7292,247494
Site16,Day18,Female,Senior,3.2214,580676.6784,180256
Site16,Day19,Male,Child,2.3364,375693.12,160800
Site16,Day19,Male,Young,2.825,939784.275,332667
Site16,Day19,Male,Adult,2.891,1398914.426,483886
Site16,Day19,Male,Senior,3.5164,214148.76,60900
Site16,Day19,Female,Child,2.419,520914.717,215343
Site16,Day19,Female,Young,2.9,1148936.5,396185
Site16,Day19,Female,Adult,2.9618,641668.0464,216648
Site16,Day19,Female,Senior,3.2214,518996.5326,161109
Site16,Day20,Male,Child,2.3364,732283.8336,313424
Site16,Day20,Male,Young,2.825,2119111.6,750128
Site16,Day20,Male,Adult,2.891,2499408.268,864548
Site16,Day20,Male,Senior,3.5164,371226.348,105570
Site16,Day20,Female,Child,2.419,1063839.915,439785
Site16,Day20,Female,Young,2.9,2381520.6,821214
Site16,Day20,Female,Adult,2.9618,1220054.274,411930
Site16,Day20,Female,Senior,3.2214,830322.2928,257752
Site16,Day21,Male,Child,2.3364,517005.6012,221283
Site16,Day21,Male,Young,2.825,1323670.7,468556
Site16,Day21,Male,Adult,2.891,2077591.131,718641
Site16,Day21,Male,Senior,3.5164,340151.9212,96733
Site16,Day21,Female,Child,2.419,905170.448,374192
Site16,Day21,Female,Young,2.9,1765331.5,608735
Site16,Day21,Female,Adult,2.9618,883451.6276,298282
Site16,Day21,Female,Senior,3.2214,615625.647,191105
Site16,Day22,Male,Child,2.3364,303907.23,130075
Site16,Day22,Male,Young,2.825,911655.75,322710
Site16,Day22,Male,Adult,2.891,1016614.368,351648
Site16,Day22,Male,Senior,3.5164,186087.888,52920
Site16,Day22,Female,Child,2.419,502571.44,207760
Site16,Day22,Female,Young,2.9,1183730.7,408183
Site16,Day22,Female,Adult,2.9618,478280.3494,161483
Site16,Day22,Female,Senior,3.2214,394189.8324,122366
Site16,Day23,Male,Child,2.3364,344058.264,147260
Site16,Day23,Male,Young,2.825,800695.4,283432
Site16,Day23,Male,Adult,2.891,1198993.103,414733
Site16,Day23,Male,Senior,3.5164,216068.7144,61446
Site16,Day23,Female,Child,2.419,533321.768,220472
Site16,Day23,Female,Young,2.9,1171681.2,404028
Site16,Day23,Female,Adult,2.9618,648012.222,218790
Site16,Day23,Female,Senior,3.2214,451482.4314,140151
Site16,Day24,Male,Child,2.3364,427269.15,182875
Site16,Day24,Male,Young,2.825,1067059,377720
Site16,Day24,Male,Adult,2.891,1293569.277,447447
Site16,Day24,Male,Senior,3.5164,241017.5724,68541
Site16,Day24,Female,Child,2.419,538977.39,222810
Site16,Day24,Female,Young,2.9,1457702.4,502656
Site16,Day24,Female,Adult,2.9618,631307.67,213150
Site16,Day24,Female,Senior,3.2214,449063.16,139400
Site16,Day25,Male,Child,2.3364,426019.176,182340
Site16,Day25,Male,Young,2.825,1240259.75,439030
Site16,Day25,Male,Adult,2.891,1723336.664,596104
Site16,Day25,Male,Senior,3.5164,296822.8404,84411
Site16,Day25,Female,Child,2.419,689102.949,284871
Site16,Day25,Female,Young,2.9,1750788,603720
Site16,Day25,Female,Adult,2.9618,873648.0696,294972
Site16,Day25,Female,Senior,3.2214,679934.4552,211068
Site16,Day26,Male,Child,2.3364,413897.9328,177152
Site16,Day26,Male,Young,2.825,1176770.7,416556
Site16,Day26,Male,Adult,2.891,1363222.14,471540
Site16,Day26,Male,Senior,3.5164,209957.2112,59708
Site16,Day26,Female,Child,2.419,568165.044,234876
Site16,Day26,Female,Young,2.9,1344263.1,463539
Site16,Day26,Female,Adult,2.9618,642518.083,216935
Site16,Day26,Female,Senior,3.2214,476290.4328,147852
Site16,Day27,Male,Child,2.3364,686326.8456,293754
Site16,Day27,Male,Young,2.825,2071510.35,733278
Site16,Day27,Male,Adult,2.891,2668682.1,923100
Site16,Day27,Male,Senior,3.5164,478068.6456,135954
Site16,Day27,Female,Child,2.419,969056.238,400602
Site16,Day27,Female,Young,2.9,2197794,757860
Site16,Day27,Female,Adult,2.9618,1121399.678,378621
Site16,Day27,Female,Senior,3.2214,917776.86,284900
Site16,Day28,Male,Child,2.3364,595050.7068,254687
Site16,Day28,Male,Young,2.825,1568341.125,555165
Site16,Day28,Male,Adult,2.891,1984599.225,686475
Site16,Day28,Male,Senior,3.5164,342455.1632,97388
Site16,Day28,Female,Child,2.419,859402.968,355272
Site16,Day28,Female,Young,2.9,1997485.2,688788
Site16,Day28,Female,Adult,2.9618,1046368.398,353288
Site16,Day28,Female,Senior,3.2214,648184.3368,201212
Site17,Day1,Male,Child,1.98,195592.32,98784
Site17,Day1,Male,Young,2.26,866563.1,383435
Site17,Day1,Male,Adult,2.45,445211.55,181719
Site17,Day1,Male,Senior,2.98,170938.76,57362
Site17,Day1,Female,Child,2.05,319111.2,155664
Site17,Day1,Female,Young,2.32,880922.56,379708
Site17,Day1,Female,Adult,2.51,454149.36,180936
Site17,Day1,Female,Senior,2.73,367032.12,134444
Site17,Day2,Male,Child,1.98,214760.7,108465
Site17,Day2,Male,Young,2.26,893224.32,395232
Site17,Day2,Male,Adult,2.45,512265.6,209088
Site17,Day2,Male,Senior,2.98,203498.24,68288
Site17,Day2,Female,Child,2.05,310478.65,151453
Site17,Day2,Female,Young,2.32,951599.04,410172
Site17,Day2,Female,Adult,2.51,571978.8,227880
Site17,Day2,Female,Senior,2.73,397646.34,145658
Site17,Day3,Male,Child,1.98,256988.16,129792
Site17,Day3,Male,Young,2.26,996470.16,440916
Site17,Day3,Male,Adult,2.45,658613.9,268822
Site17,Day3,Male,Senior,2.98,199040.16,66792
Site17,Day3,Female,Child,2.05,334590.75,163215
Site17,Day3,Female,Young,2.32,1133164.56,488433
Site17,Day3,Female,Adult,2.51,571803.1,227810
Site17,Day3,Female,Senior,2.73,469819.35,172095
Site17,Day4,Male,Child,1.98,281247.12,142044
Site17,Day4,Male,Young,2.26,1321591.5,584775
Site17,Day4,Male,Adult,2.45,715414.7,292006
Site17,Day4,Male,Senior,2.98,251202.08,84296
Site17,Day4,Female,Child,2.05,486809.4,237468
Site17,Day4,Female,Young,2.32,1387285.76,597968
Site17,Day4,Female,Adult,2.51,699386.4,278640
Site17,Day4,Female,Senior,2.73,645926.19,236603
Site17,Day5,Male,Child,1.98,239540.4,120980
Site17,Day5,Male,Young,2.26,1020916.58,451733
Site17,Day5,Male,Adult,2.45,578966.85,236313
Site17,Day5,Male,Senior,2.98,213987.84,71808
Site17,Day5,Female,Child,2.05,358905.8,175076
Site17,Day5,Female,Young,2.32,1100088.32,474176
Site17,Day5,Female,Adult,2.51,572054.1,227910
Site17,Day5,Female,Senior,2.73,479527.23,175651
Site17,Day6,Male,Child,1.98,469687.68,237216
Site17,Day6,Male,Young,2.26,2135293.2,944820
Site17,Day6,Male,Adult,2.45,1200213.35,489883
Site17,Day6,Male,Senior,2.98,375104.52,125874
Site17,Day6,Female,Child,2.05,681912,332640
Site17,Day6,Female,Young,2.32,2168070.16,934513
Site17,Day6,Female,Adult,2.51,1067513.04,425304
Site17,Day6,Female,Senior,2.73,832731.9,305030
Site17,Day7,Male,Child,1.98,359758.08,181696
Site17,Day7,Male,Young,2.26,1596283.2,706320
Site17,Day7,Male,Adult,2.45,1027794.6,419508
Site17,Day7,Male,Senior,2.98,317966,106700
Site17,Day7,Female,Child,2.05,593708.7,289614
Site17,Day7,Female,Young,2.32,1898688,818400
Site17,Day7,Female,Adult,2.51,861836.11,343361
Site17,Day7,Female,Senior,2.73,662063.22,242514
Site17,Day8,Male,Child,1.98,210881.88,106506
Site17,Day8,Male,Young,2.26,801836.7,354795
Site17,Day8,Male,Adult,2.45,503283.9,205422
Site17,Day8,Male,Senior,2.98,147063,49350
Site17,Day8,Female,Child,2.05,311755.8,152076
Site17,Day8,Female,Young,2.32,941708.88,405909
Site17,Day8,Female,Adult,2.51,542702.16,216216
Site17,Day8,Female,Senior,2.73,317946.72,116464
Site17,Day9,Male,Child,1.98,258239.52,130424
Site17,Day9,Male,Young,2.26,898813.3,397705
Site17,Day9,Male,Adult,2.45,533502.2,217756
Site17,Day9,Male,Senior,2.98,207446.74,69613
Site17,Day9,Female,Child,2.05,295208.2,144004
Site17,Day9,Female,Young,2.32,1195783.68,515424
Site17,Day9,Female,Adult,2.51,536698.24,213824
Site17,Day9,Female,Senior,2.73,472328.22,173014
Site17,Day10,Male,Child,1.98,252564.84,127558
Site17,Day10,Male,Young,2.26,1029452.6,455510
Site17,Day10,Male,Adult,2.45,683648,279040
Site17,Day10,Male,Senior,2.98,208844.36,70082
Site17,Day10,Female,Child,2.05,400209.2,195224
Site17,Day10,Female,Young,2.32,1252243.2,539760
Site17,Day10,Female,Adult,2.51,516972.15,205965
Site17,Day10,Female,Senior,2.73,444280.2,162740
Site17,Day11,Male,Child,1.98,330947.1,167145
Site17,Day11,Male,Young,2.26,1228084,543400
Site17,Day11,Male,Adult,2.45,801404.8,327104
Site17,Day11,Male,Senior,2.98,272097.84,91308
Site17,Day11,Female,Child,2.05,463923.2,226304
Site17,Day11,Female,Young,2.32,1517291.6,654005
Site17,Day11,Female,Adult,2.51,729205.2,290520
Site17,Day11,Female,Senior,2.73,487203.99,178463
Site17,Day12,Male,Child,1.98,243011.34,122733
Site17,Day12,Male,Young,2.26,1133543.68,501568
Site17,Day12,Male,Adult,2.45,616885.5,251790
Site17,Day12,Male,Senior,2.98,224930.4,75480
Site17,Day12,Female,Child,2.05,364588.4,177848
Site17,Day12,Female,Young,2.32,1043185.68,449649
Site17,Day12,Female,Adult,2.51,618966,246600
Site17,Day12,Female,Senior,2.73,478902.06,175422
Site17,Day13,Male,Child,1.98,469826.28,237286
Site17,Day13,Male,Young,2.26,1764391.04,780704
Site17,Day13,Male,Adult,2.45,1023739.85,417853
Site17,Day13,Male,Senior,2.98,397761.46,133477
Site17,Day13,Female,Child,2.05,628394.7,306534
Site17,Day13,Female,Young,2.32,2179129.6,939280
Site17,Day13,Female,Adult,2.51,972514.56,387456
Site17,Day13,Female,Senior,2.73,763100.52,279524
Site17,Day14,Male,Child,1.98,318783.96,161002
Site17,Day14,Male,Young,2.26,1507668.6,667110
Site17,Day14,Male,Adult,2.45,898640.4,366792
Site17,Day14,Male,Senior,2.98,333700.4,111980
Site17,Day14,Female,Child,2.05,495911.4,241908
Site17,Day14,Female,Young,2.32,1879951.68,810324
Site17,Day14,Female,Adult,2.51,715691.36,285136
Site17,Day14,Female,Senior,2.73,639808.26,234362
Site17,Day15,Male,Child,1.98,235224,118800
Site17,Day15,Male,Young,2.26,771654.4,341440
Site17,Day15,Male,Adult,2.45,885557.4,361452
Site17,Day15,Male,Senior,2.98,174920.04,58698
Site17,Day15,Female,Child,2.05,382050.3,186366
Site17,Day15,Female,Young,2.32,869596.32,374826
Site17,Day15,Female,Adult,2.51,466438.32,185832
Site17,Day15,Female,Senior,2.73,356778.24,130688
Site17,Day16,Male,Child,2.3364,376536.5604,161161
Site17,Day16,Male,Young,2.825,982373.975,347743
Site17,Day16,Male,Adult,2.891,1260152.208,435888
Site17,Day16,Male,Senior,3.5164,213463.062,60705
Site17,Day16,Female,Child,2.419,460642.913,190427
Site17,Day16,Female,Young,2.9,1213302,418380
Site17,Day16,Female,Adult,2.9618,619016.2,209000
Site17,Day16,Female,Senior,3.2214,426223.434,132310
Site17,Day17,Male,Child,2.3364,376265.538,161045
Site17,Day17,Male,Young,2.825,973935.7,344756
Site17,Day17,Male,Adult,2.891,1498610.561,518371
Site17,Day17,Male,Senior,3.5164,233376.4352,66368
Site17,Day17,Female,Child,2.419,547221.342,226218
Site17,Day17,Female,Young,2.9,1263573.5,435715
Site17,Day17,Female,Adult,2.9618,728510.9842,245969
Site17,Day17,Female,Senior,3.2214,490548.3492,152278
Site17,Day18,Male,Child,2.3364,433848.4524,185691
Site17,Day18,Male,Young,2.825,1516962.85,536978
Site17,Day18,Male,Adult,2.891,1909447.68,660480
Site17,Day18,Male,Senior,3.5164,273224.28,77700
Site17,Day18,Female,Child,2.419,717826.155,296745
Site17,Day18,Female,Young,2.9,1719937.8,593082
Site17,Day18,Female,Adult,2.9618,914639.3816,308812
Site17,Day18,Female,Senior,3.2214,625531.452,194180
Site17,Day19,Male,Child,2.3364,406253.232,173880
Site17,Day19,Male,Young,2.825,1081243.325,382741
Site17,Day19,Male,Adult,2.891,1224988.975,423725
Site17,Day19,Male,Senior,3.5164,258687.4824,73566
Site17,Day19,Female,Child,2.419,558518.072,230888
Site17,Day19,Female,Young,2.9,1446488.1,498789
Site17,Day19,Female,Adult,2.9618,659581.0128,222696
Site17,Day19,Female,Senior,3.2214,501352.9248,155632
Site17,Day20,Male,Child,2.3364,631928.4444,270471
Site17,Day20,Male,Young,2.825,1991082.6,704808
Site17,Day20,Male,Adult,2.891,2406179.3,832300
Site17,Day20,Male,Senior,3.5164,477555.2512,135808
Site17,Day20,Female,Child,2.419,1179078.656,487424
Site17,Day20,Female,Young,2.9,2634940,908600
Site17,Day20,Female,Adult,2.9618,1182477.917,399243
Site17,Day20,Female,Senior,3.2214,937640.0124,291066
Site17,Day21,Male,Child,2.3364,533972.538,228545
Site17,Day21,Male,Young,2.825,1676920,593600
Site17,Day21,Male,Adult,2.891,2321183.9,802900
Site17,Day21,Male,Senior,3.5164,410205.642,116655
Site17,Day21,Female,Child,2.419,805333.48,332920
Site17,Day21,Female,Young,2.9,1749738.2,603358
Site17,Day21,Female,Adult,2.9618,898980.345,303525
Site17,Day21,Female,Senior,3.2214,597150.918,185370
Site17,Day22,Male,Child,2.3364,348254.4384,149056
Site17,Day22,Male,Young,2.825,820261.35,290358
Site17,Day22,Male,Adult,2.891,1076377.12,372320
Site17,Day22,Male,Senior,3.5164,190237.24,54100
Site17,Day22,Female,Child,2.419,427679.2,176800
Site17,Day22,Female,Young,2.9,1175958.7,405503
Site17,Day22,Female,Adult,2.9618,549828.552,185640
Site17,Day22,Female,Senior,3.2214,392907.7152,121968
Site17,Day23,Male,Child,2.3364,380611.242,162905
Site17,Day23,Male,Young,2.825,960545.2,340016
Site17,Day23,Male,Adult,2.891,1121239.658,387838
Site17,Day23,Male,Senior,3.5164,206046.9744,58596
Site17,Day23,Female,Child,2.419,546452.1,225900
Site17,Day23,Female,Young,2.9,1124997,387930
Site17,Day23,Female,Adult,2.9618,580909.6812,196134
Site17,Day23,Female,Senior,3.2214,451221.498,140070
Site17,Day24,Male,Child,2.3364,421701.5088,180492
Site17,Day24,Male,Young,2.825,1045978.85,370258
Site17,Day24,Male,Adult,2.891,1362562.992,471312
Site17,Day24,Male,Senior,3.5164,261592.0288,74392
Site17,Day24,Female,Child,2.419,670338.766,277114
Site17,Day24,Female,Young,2.9,1275791.2,439928
Site17,Day24,Female,Adult,2.9618,696633.1308,235206
Site17,Day24,Female,Senior,3.2214,440300.952,136680
Site17,Day25,Male,Child,2.3364,483606.7632,206988
Site17,Day25,Male,Young,2.825,1322868.4,468272
Site17,Day25,Male,Adult,2.891,1655155.32,572520
Site17,Day25,Male,Senior,3.5164,298148.5232,84788
Site17,Day25,Female,Child,2.419,830563.65,343350
Site17,Day25,Female,Young,2.9,1727408.2,595658
Site17,Day25,Female,Adult,2.9618,994027.4688,335616
Site17,Day25,Female,Senior,3.2214,525613.2882,163163
Site17,Day26,Male,Child,2.3364,353338.4448,151232
Site17,Day26,Male,Young,2.825,864009.3,305844
Site17,Day26,Male,Adult,2.891,1159204.27,400970
Site17,Day26,Male,Senior,3.5164,228425.344,64960
Site17,Day26,Female,Child,2.419,591164.896,244384
Site17,Day26,Female,Young,2.9,1272685.3,438857
Site17,Day26,Female,Adult,2.9618,689003.534,232630
Site17,Day26,Female,Senior,3.2214,504468.0186,156599
Site17,Day27,Male,Child,2.3364,685434.3408,293372
Site17,Day27,Male,Young,2.825,1995015,706200
Site17,Day27,Male,Adult,2.891,2736042.4,946400
Site17,Day27,Male,Senior,3.5164,428698.3896,121914
Site17,Day27,Female,Child,2.419,987938.952,408408
Site17,Day27,Female,Young,2.9,2302542,793980
Site17,Day27,Female,Adult,2.9618,1152791.796,389220
Site17,Day27,Female,Senior,3.2214,903847.5264,280576
Site17,Day28,Male,Child,2.3364,521507.844,223210
Site17,Day28,Male,Young,2.825,1524395.425,539609
Site17,Day28,Male,Adult,2.891,1943908.4,672400
Site17,Day28,Male,Senior,3.5164,325165.0244,92471
Site17,Day28,Female,Child,2.419,873551.699,361121
Site17,Day28,Female,Young,2.9,1756472,605680
Site17,Day28,Female,Adult,2.9618,1132115.47,382239
Site17,Day28,Female,Senior,3.2214,727005.552,225680
Site18,Day1,Male,Child,1.98,169598.88,85656
Site18,Day1,Male,Young,2.26,889242.2,393470
Site18,Day1,Male,Adult,2.45,482806.8,197064
Site18,Day1,Male,Senior,2.98,174106.5,58425
Site18,Day1,Female,Child,2.05,330993,161460
Site18,Day1,Female,Young,2.32,1034812.8,446040
Site18,Day1,Female,Adult,2.51,479585.7,191070
Site18,Day1,Female,Senior,2.73,382923.45,140265
Site18,Day2,Male,Child,1.98,247365.36,124932
Site18,Day2,Male,Young,2.26,967822.4,428240
Site18,Day2,Male,Adult,2.45,466754.4,190512
Site18,Day2,Male,Senior,2.98,187552.26,62937
Site18,Day2,Female,Child,2.05,344701.35,168147
Site18,Day2,Female,Young,2.32,1219336.32,525576
Site18,Day2,Female,Adult,2.51,504008,200800
Site18,Day2,Female,Senior,2.73,360491.04,132048
Site18,Day3,Male,Child,1.98,243631.08,123046
Site18,Day3,Male,Young,2.26,1015372.8,449280
Site18,Day3,Male,Adult,2.45,539666.4,220272
Site18,Day3,Male,Senior,2.98,237088.8,79560
Site18,Day3,Female,Child,2.05,338010.15,164883
Site18,Day3,Female,Young,2.32,1178592.48,508014
Site18,Day3,Female,Adult,2.51,613182.96,244296
Site18,Day3,Female,Senior,2.73,436551.57,159909
Site18,Day4,Male,Child,1.98,335520.9,169455
Site18,Day4,Male,Young,2.26,1436044.68,635418
Site18,Day4,Male,Adult,2.45,730714.95,298251
Site18,Day4,Male,Senior,2.98,246028.8,82560
Site18,Day4,Female,Child,2.05,471397.5,229950
Site18,Day4,Female,Young,2.32,1409502.08,607544
Site18,Day4,Female,Adult,2.51,619176.84,246684
Site18,Day4,Female,Senior,2.73,605797.92,221904
Site18,Day5,Male,Child,1.98,246985.2,124740
Site18,Day5,Male,Young,2.26,1162304.44,514294
Site18,Day5,Male,Adult,2.45,578400.9,236082
Site18,Day5,Male,Senior,2.98,213484.22,71639
Site18,Day5,Female,Child,2.05,382382.4,186528
Site18,Day5,Female,Young,2.32,986677.44,425292
Site18,Day5,Female,Adult,2.51,600728.34,239334
Site18,Day5,Female,Senior,2.73,391613.04,143448
Site18,Day6,Male,Child,1.98,414239.76,209212
Site18,Day6,Male,Young,2.26,1994499.72,882522
Site18,Day6,Male,Adult,2.45,1159452.7,473246
Site18,Day6,Male,Senior,2.98,340739.16,114342
Site18,Day6,Female,Child,2.05,676516.4,330008
Site18,Day6,Female,Young,2.32,2239554,965325
Site18,Day6,Female,Adult,2.51,975820.23,388773
Site18,Day6,Female,Senior,2.73,878636.85,321845
Site18,Day7,Male,Child,1.98,372232.08,187996
Site18,Day7,Male,Young,2.26,1553420.04,687354
Site18,Day7,Male,Adult,2.45,879883.2,359136
Site18,Day7,Male,Senior,2.98,326768.92,109654
Site18,Day7,Female,Child,2.05,617308.3,301126
Site18,Day7,Female,Young,2.32,1808528.16,779538
Site18,Day7,Female,Adult,2.51,809625.6,322560
Site18,Day7,Female,Senior,2.73,691891.2,253440
Site18,Day8,Male,Child,1.98,225070.56,113672
Site18,Day8,Male,Young,2.26,834392,369200
Site18,Day8,Male,Adult,2.45,455533.4,185932
Site18,Day8,Male,Senior,2.98,158834,53300
Site18,Day8,Female,Child,2.05,268818.55,131131
Site18,Day8,Female,Young,2.32,884560.32,381276
Site18,Day8,Female,Adult,2.51,454535.9,181090
Site18,Day8,Female,Senior,2.73,406791.84,149008
Site18,Day9,Male,Child,1.98,218687.04,110448
Site18,Day9,Male,Young,2.26,859100.58,380133
Site18,Day9,Male,Adult,2.45,607830.3,248094
Site18,Day9,Male,Senior,2.98,212164.08,71196
Site18,Day9,Female,Child,2.05,314014.9,153178
Site18,Day9,Female,Young,2.32,1039202.24,447932
Site18,Day9,Female,Adult,2.51,482401.92,192192
Site18,Day9,Female,Senior,2.73,430706.64,157768
Site18,Day10,Male,Child,1.98,271507.5,137125
Site18,Day10,Male,Young,2.26,1098129.48,485898
Site18,Day10,Male,Adult,2.45,610238.65,249077
Site18,Day10,Male,Senior,2.98,198348.8,66560
Site18,Day10,Female,Child,2.05,361761.45,176469
Site18,Day10,Female,Young,2.32,1178560,508000
Site18,Day10,Female,Adult,2.51,559147.68,222768
Site18,Day10,Female,Senior,2.73,389609.22,142714
Site18,Day11,Male,Child,1.98,296208,149600
Site18,Day11,Male,Young,2.26,1397312.8,618280
Site18,Day11,Male,Adult,2.45,740416.95,302211
Site18,Day11,Male,Senior,2.98,288294.14,96743
Site18,Day11,Female,Child,2.05,525855.75,256515
Site18,Day11,Female,Young,2.32,1560745.2,672735
Site18,Day11,Female,Adult,2.51,821159.05,327155
Site18,Day11,Female,Senior,2.73,623177.1,228270
Site18,Day12,Male,Child,1.98,233186.58,117771
Site18,Day12,Male,Young,2.26,1115705.5,493675
Site18,Day12,Male,Adult,2.45,588595.35,240243
Site18,Day12,Male,Senior,2.98,205786.88,69056
Site18,Day12,Female,Child,2.05,322961.1,157542
Site18,Day12,Female,Young,2.32,1204404.8,519140
Site18,Day12,Female,Adult,2.51,518970.11,206761
Site18,Day12,Female,Senior,2.73,407043,149100
Site18,Day13,Male,Child,1.98,415061.46,209627
Site18,Day13,Male,Young,2.26,1968932.34,871209
Site18,Day13,Male,Adult,2.45,1214102.4,495552
Site18,Day13,Male,Senior,2.98,342127.84,114808
Site18,Day13,Female,Child,2.05,611310,298200
Site18,Day13,Female,Young,2.32,1845311.76,795393
Site18,Day13,Female,Adult,2.51,940911.15,374865
Site18,Day13,Female,Senior,2.73,826829.64,302868
Site18,Day14,Male,Child,1.98,366185.16,184942
Site18,Day14,Male,Young,2.26,1378238.4,609840
Site18,Day14,Male,Adult,2.45,921930.1,376298
Site18,Day14,Male,Senior,2.98,299150.28,100386
Site18,Day14,Female,Child,2.05,573768.35,279887
Site18,Day14,Female,Young,2.32,1843321.2,794535
Site18,Day14,Female,Adult,2.51,841592.96,335296
Site18,Day14,Female,Senior,2.73,660791.04,242048
Site18,Day15,Male,Child,1.98,294528.96,148752
Site18,Day15,Male,Young,2.26,615732.48,272448
Site18,Day15,Male,Adult,2.45,1061161.15,433127
Site18,Day15,Male,Senior,2.98,157493,52850
Site18,Day15,Female,Child,2.05,437447.45,213389
Site18,Day15,Female,Young,2.32,888051.92,382781
Site18,Day15,Female,Adult,2.51,427425.39,170289
Site18,Day15,Female,Senior,2.73,309876.84,113508
Site18,Day16,Male,Child,2.3364,346254.48,148200
Site18,Day16,Male,Young,2.825,1014381.225,359073
Site18,Day16,Male,Adult,2.891,1405260.171,486081
Site18,Day16,Male,Senior,3.5164,237040.524,67410
Site18,Day16,Female,Child,2.419,518561.03,214370
Site18,Day16,Female,Young,2.9,1249557.8,430882
Site18,Day16,Female,Adult,2.9618,619892.8928,209296
Site18,Day16,Female,Senior,3.2214,366756.39,113850
Site18,Day17,Male,Child,2.3364,400166.91,171275
Site18,Day17,Male,Young,2.825,1127016.8,398944
Site18,Day17,Male,Adult,2.891,1495494.063,517293
Site18,Day17,Male,Senior,3.5164,221491.0032,62988
Site18,Day17,Female,Child,2.419,616361.2,254800
Site18,Day17,Female,Young,2.9,1163071.1,401059
Site18,Day17,Female,Adult,2.9618,659992.703,222835
Site18,Day17,Female,Senior,3.2214,460093.2336,142824
Site18,Day18,Male,Child,2.3364,544614.84,233100
Site18,Day18,Male,Young,2.825,1234951.575,437151
Site18,Day18,Male,Adult,2.891,1590333.318,550098
Site18,Day18,Male,Senior,3.5164,292736.7836,83249
Site18,Day18,Female,Child,2.419,672593.274,278046
Site18,Day18,Female,Young,2.9,1447065.2,498988
Site18,Day18,Female,Adult,2.9618,827645.392,279440
Site18,Day18,Female,Senior,3.2214,693889.56,215400
Site18,Day19,Male,Child,2.3364,351347.832,150380
Site18,Day19,Male,Young,2.825,1086382,384560
Site18,Day19,Male,Adult,2.891,1137966.984,393624
Site18,Day19,Male,Senior,3.5164,241724.3688,68742
Site18,Day19,Female,Child,2.419,621121.792,256768
Site18,Day19,Female,Young,2.9,1198512,413280
Site18,Day19,Female,Adult,2.9618,569912.5178,192421
Site18,Day19,Female,Senior,3.2214,462779.8812,143658
Site18,Day20,Male,Child,2.3364,760058.9568,325312
Site18,Day20,Male,Young,2.825,1783902.75,631470
Site18,Day20,Male,Adult,2.891,2108857.296,729456
Site18,Day20,Male,Senior,3.5164,457413.312,130080
Site18,Day20,Female,Child,2.419,1007815.875,416625
Site18,Day20,Female,Young,2.9,2276755.2,785088
Site18,Day20,Female,Adult,2.9618,1203565.933,406363
Site18,Day20,Female,Senior,3.2214,921684.4182,286113
Site18,Day21,Male,Child,2.3364,654495.732,280130
Site18,Day21,Male,Young,2.825,1425139.05,504474
Site18,Day21,Male,Adult,2.891,1905515.92,659120
